,plot_id,yield,blue-blue-444,blue-green,blue-green-531,blue-nir,blue-red,blue-red-650,blue-red-edge,blue-red-edge-705,blue-red-edge-740,blue-444-green,blue-444-green-531,blue-444-nir,blue-444-red,blue-444-red-650,blue-444-red-edge,blue-444-red-edge-705,blue-444-red-edge-740,green-green-531,green-nir,green-red,green-red-650,green-red-edge,green-red-edge-705,green-red-edge-740,green-531-nir,green-531-red,green-531-red-650,green-531-red-edge,green-531-red-edge-705,green-531-red-edge-740,nir-red,nir-red-650,nir-red-edge,nir-red-edge-705,nir-red-edge-740,red-red-650,red-red-edge,red-red-edge-705,red-red-edge-740,red-650-red-edge,red-650-red-edge-705,red-650-red-edge-740,red-edge-red-edge-705,red-edge-red-edge-740,red-edge-705-red-edge-740
10,25,853.4823341,0.0122724995,-0.5000323,-0.51157707,-0.9413873,-0.22675452,-0.32102084,-0.840146,-0.72451687,-0.9290671,-0.5093947,-0.52078056,-0.9431006,-0.23785886,-0.3315536,-0.8441235,-0.73049814,-0.93112457,-0.015249681,-0.84013253,0.30628237,0.21341808,-0.59194165,-0.3526708,-0.80836767,-0.8351757,0.31997308,0.22776331,-0.5816367,-0.33922338,-0.80261487,0.90327406,0.8862821,0.50061184,0.69365627,0.102537975,-0.10122149,-0.7517805,-0.59146726,-0.88376415,-0.70830065,-0.5241434,-0.8634026,0.30277997,-0.42109802,-0.6383736
11,24,753.7656118,0.022559844,-0.49959463,-0.5098299,-0.9382463,-0.24705231,-0.3457358,-0.8409426,-0.7309472,-0.92614675,-0.51611376,-0.5262193,-0.94100946,-0.2675022,-0.36493123,-0.84749514,-0.7410253,-0.92940277,-0.013430331,-0.8293816,0.28613672,0.1852915,-0.59190553,-0.3653767,-0.7979786,-0.82494336,0.29841447,0.19818722,-0.58293897,-0.35366678,-0.7928458,0.8955167,0.8739022,0.47310534,0.66619444,0.09630727,-0.10785846,-0.74531764,-0.5881392,-0.87581044,-0.6956543,-0.51440096,-0.85038555,0.28906766,-0.39621067,-0.6110721
12,23,807.4979214,0.009329787,-0.5099966,-0.51958966,-0.94642943,-0.21279347,-0.3163479,-0.8458256,-0.7248998,-0.93469983,-0.51676005,-0.52634364,-0.9474751,-0.2214596,-0.32426882,-0.84864223,-0.72946596,-0.9359682,-0.012782706,-0.8466917,0.33175537,0.23101608,-0.59365535,-0.34161738,-0.8150852,-0.8428351,0.34317547,0.24310866,-0.5851821,-0.33033124,-0.81053406,0.9160605,0.8980218,0.5130607,0.7111311,0.10470427,-0.11060863,-0.7685525,-0.60309803,-0.898054,-0.7215204,-0.5294832,-0.87637365,0.3163631,-0.43270248,-0.65663874
13,22,554.56397,0.033583958,-0.49733526,-0.5049455,-0.93707126,-0.25569427,-0.354845,-0.8389379,-0.7283018,-0.92422664,-0.5220805,-0.5294036,-0.9411259,-0.28624618,-0.38329703,-0.8486956,-0.7436474,-0.92910236,-0.009952143,-0.827721,0.27503935,0.17278777,-0.5900264,-0.36320004,-0.79496634,-0.8242869,0.2842769,0.18229131,-0.5831898,-0.35432592,-0.79096186,0.8918496,0.86982363,0.47070438,0.66501284,0.09858459,-0.1087994,-0.7380433,-0.577978,-0.87057436,-0.687258,-0.5028134,-0.84451324,0.28894684,-0.3913544,-0.60777754
14,21,589.6711491,0.0053147324,-0.4998843,-0.5108854,-0.93374366,-0.25865698,-0.36313978,-0.8384561,-0.73108137,-0.92019993,-0.5041452,-0.51500136,-0.9348328,-0.263,-0.3672082,-0.84045345,-0.73373127,-0.9215303,-0.013842107,-0.82065964,0.27534777,0.16798356,-0.5887351,-0.36476833,-0.78679,-0.81596917,0.28811887,0.18125018,-0.57948047,-0.352814,-0.7811665,0.88246083,0.8592756,0.459155,0.6532909,0.098277524,-0.11489988,-0.73298484,-0.5773437,-0.8598132,-0.6805103,-0.4993449,-0.83246356,0.28584322,-0.37915868,-0.5949656
15,20,588.7548723,0.017251926,-0.4836646,-0.4901826,-0.93869513,-0.22789425,-0.32670715,-0.8378328,-0.72157073,-0.9253443,-0.49622828,-0.5027871,-0.9406151,-0.24342978,-0.34136194,-0.8428742,-0.7293238,-0.9276997,-0.008355825,-0.8361506,0.285714,0.18584874,-0.5980112,-0.36646548,-0.80259824,-0.8333155,0.29338446,0.19379911,-0.59230137,-0.35900885,-0.79929745,0.90021014,0.87951463,0.4829866,0.67788243,0.106684886,-0.10670262,-0.7495576,-0.5883712,-0.87932086,-0.7013091,-0.51586765,-0.85457766,0.29697186,-0.3986234,-0.61847776
16,17,832.1739777,0.010441171,-0.47907725,-0.49307236,-0.9456097,-0.20370473,-0.29840848,-0.83870256,-0.71395814,-0.93284565,-0.48687574,-0.50070155,-0.9466666,-0.21343462,-0.30773973,-0.8417954,-0.7187988,-0.93420684,-0.01795475,-0.85447425,0.30439132,0.21075815,-0.6031347,-0.35803992,-0.82212526,-0.8494634,0.3208053,0.22776754,-0.59140277,-0.34219018,-0.8161927,0.91724765,0.90039,0.52321184,0.71593463,0.11254752,-0.100930564,-0.7641151,-0.59625113,-0.8983411,-0.7199105,-0.5280123,-0.87780195,0.3127872,-0.43804008,-0.65829194
17,15,802.5097891,0.007222567,-0.48075223,-0.4951472,-0.9454778,-0.21647674,-0.31432897,-0.8382286,-0.7127614,-0.93244594,-0.48607,-0.50032365,-0.94625163,-0.22310086,-0.32062906,-0.8403971,-0.7161478,-0.9333521,-0.018477049,-0.8537708,0.2942039,0.19554836,-0.6012409,-0.3544098,-0.8206173,-0.8485989,0.31094828,0.21312903,-0.5890996,-0.33799702,-0.81441265,0.9148039,0.8966164,0.5237822,0.7164526,0.11483332,-0.10546451,-0.7578035,-0.58583224,-0.8949053,-0.71027654,-0.51318216,-0.8726643,0.3137931,-0.43682766,-0.65775335
18,13,617.3453332,0.013726543,-0.47193724,-0.48911926,-0.9329492,-0.24113907,-0.33107662,-0.82304776,-0.70216566,-0.91911745,-0.4824616,-0.4993894,-0.9349238,-0.25372407,-0.34266838,-0.82777876,-0.70897,-0.92152315,-0.021932812,-0.83082753,0.2587426,0.16690415,-0.5792944,-0.34502617,-0.79720896,-0.82359344,0.2789563,0.18805623,-0.56434286,-0.32561448,-0.7888186,0.88655317,0.86719805,0.49361494,0.6816561,0.103936434,-0.09742262,-0.7208214,-0.55152524,-0.8647212,-0.6737557,-0.48206952,-0.84154147,0.2929736,-0.4125395,-0.62459344
19,38,882.1646414,0.009090768,-0.48983908,-0.505432,-0.94264555,-0.215407,-0.30842763,-0.8409119,-0.7264823,-0.9300565,-0.49689487,-0.51223123,-0.94389576,-0.22359186,-0.31629562,-0.8438129,-0.73078686,-0.93157774,-0.020417234,-0.84668845,0.30512428,0.21394853,-0.6020672,-0.3681401,-0.81493163,-0.8404532,0.32335564,0.23306875,-0.58859,-0.3503223,-0.80762285,0.9072998,0.89112717,0.50551385,0.69578934,0.105924584,-0.09945415,-0.7580305,-0.60215217,-0.8877305,-0.71615756,-0.5373119,-0.8682125,0.30061927,-0.42364943,-0.63870686
20,37,762.6506541,0.014881965,-0.486137,-0.50288683,-0.944963,-0.2072518,-0.30347052,-0.84339565,-0.7262054,-0.9333025,-0.49701354,-0.51374495,-0.94655627,-0.2210354,-0.3164773,-0.84755987,-0.7328097,-0.93520206,-0.02201737,-0.8503455,0.30935243,0.21410748,-0.6076157,-0.37240306,-0.820338,-0.8440914,0.32916474,0.23500465,-0.5934143,-0.35325179,-0.81294453,0.91580456,0.89811933,0.5078984,0.7005229,0.10354945,-0.102772616,-0.769346,-0.6104415,-0.8983945,-0.7248205,-0.54235566,-0.87725925,0.30416057,-0.42849308,-0.64582074
21,35,761.6709595,0.022234378,-0.4853228,-0.49738604,-0.9431612,-0.21122852,-0.30969584,-0.84246415,-0.7249517,-0.9310329,-0.50193363,-0.5136636,-0.9455487,-0.23199171,-0.32922208,-0.8487408,-0.7351555,-0.93395245,-0.015838342,-0.84654504,0.30454344,0.20657367,-0.6067153,-0.37112856,-0.8156948,-0.84163004,0.31891385,0.22145441,-0.5961576,-0.35699505,-0.80990934,0.9119525,0.8935635,0.49873918,0.69442636,0.103451885,-0.1054316,-0.7658367,-0.6055999,-0.8936909,-0.71996194,-0.5356074,-0.8716442,0.30443874,-0.41821742,-0.63854426
22,33,933.9135068,0.017029092,-0.47725302,-0.4900791,-0.94764036,-0.18147758,-0.2781384,-0.8428043,-0.7178946,-0.93523175,-0.48957798,-0.5023591,-0.94909376,-0.1972993,-0.2932793,-0.84747136,-0.7255082,-0.93706405,-0.016608132,-0.8599975,0.3235891,0.22987266,-0.61355674,-0.36781946,-0.8285253,-0.8552909,0.3384826,0.24548371,-0.6026829,-0.35307023,-0.82288533,0.92474735,0.90881,0.5261622,0.7210812,0.11414891,-0.10183859,-0.7800186,-0.6166928,-0.9072254,-0.7378505,-0.55050945,-0.8878005,0.31794566,-0.44013882,-0.66357434
23,31,916.9372373,0.008852004,-0.48746288,-0.50397724,-0.9448804,-0.19009903,-0.2835327,-0.84020203,-0.7208437,-0.93228644,-0.4939637,-0.51033455,-0.9457895,-0.19806845,-0.29144529,-0.84255457,-0.7248177,-0.9334083,-0.021572748,-0.85043424,0.32659736,0.23636815,-0.6001341,-0.36104444,-0.8181784,-0.84405327,0.34569588,0.2565577,-0.58584094,-0.3420851,-0.8106046,0.91742855,0.90151656,0.5166878,0.7068692,0.110311404,-0.09892855,-0.77077323,-0.6134001,-0.8990094,-0.72898316,-0.54926836,-0.8796861,0.30528915,-0.43275625,-0.6491485
24,30,967.9994418,0.0135877365,-0.47493926,-0.49136797,-0.9461419,-0.18359044,-0.27484134,-0.83956647,-0.71540594,-0.93384093,-0.4851433,-0.50142926,-0.94751924,-0.19646965,-0.28718174,-0.84351903,-0.721684,-0.93560183,-0.021118153,-0.8571613,0.31875357,0.23036563,-0.6083553,-0.36555055,-0.82620513,-0.85126615,0.3379474,0.25021437,-0.59464043,-0.34696978,-0.81927544,0.92205864,0.90667635,0.5240388,0.71691495,0.10952815,-0.09620475,-0.7747701,-0.61205715,-0.9046675,-0.734128,-0.54890525,-0.88598824,0.31254783,-0.4411706,-0.6608225
25,29,817.91811,0.013643899,-0.4840454,-0.49959064,-0.9439146,-0.19966467,-0.29439023,-0.8397422,-0.7210979,-0.93105423,-0.49422193,-0.509772,-0.94552016,-0.21227498,-0.30620924,-0.84393775,-0.7273678,-0.9330326,-0.020165375,-0.8507058,0.31312218,0.22105774,-0.6031029,-0.36516318,-0.81836605,-0.84479755,0.33128408,0.24005826,-0.5899983,-0.34738648,-0.8113513,0.9133458,0.8970041,0.5145149,0.7053905,0.11005047,-0.10048216,-0.7647042,-0.6062193,-0.89404684,-0.72209424,-0.540502,-0.8742329,0.30556938,-0.43022144,-0.64730465
26,28,1124.153568,0.008087371,-0.46830368,-0.4860045,-0.94587374,-0.18489741,-0.2729926,-0.8366699,-0.7098045,-0.9332346,-0.47440347,-0.49175572,-0.9466727,-0.19254361,-0.28049502,-0.8391472,-0.71373594,-0.9341465,-0.022627352,-0.8590015,0.3102134,0.22386044,-0.608015,-0.36337206,-0.82750195,-0.852751,0.3304545,0.24508075,-0.5932486,-0.3433449,-0.8200875,0.9214897,0.9065636,0.52975756,0.721429,0.112732045,-0.09322354,-0.77053434,-0.6043661,-0.9034192,-0.7304301,-0.542467,-0.8851571,0.31416288,-0.4449397,-0.66431755
27,26,818.5391664,0.013871876,-0.45735282,-0.47182143,-0.9332203,-0.2276036,-0.3113373,-0.82195264,-0.69942296,-0.91970646,-0.4680862,-0.48239905,-0.9350959,-0.24061696,-0.32334477,-0.8266725,-0.70624685,-0.9220131,-0.018702902,-0.8384261,0.25531152,0.17085326,-0.5910131,-0.35750532,-0.8070611,-0.8327403,0.27231893,0.18878184,-0.57850707,-0.34122658,-0.80041254,0.8905575,0.8737686,0.49908528,0.68852514,0.10076703,-0.0897036,-0.72647643,-0.5577167,-0.8697437,-0.6846012,-0.49508712,-0.8496649,0.2966128,-0.4209067,-0.63366574
28,51,883.0896655,0.0063233483,-0.49279967,-0.50306106,-0.94062394,-0.22997986,-0.3314771,-0.8390224,-0.7233831,-0.9278696,-0.49790326,-0.5079716,-0.9416868,-0.23552857,-0.33682504,-0.841326,-0.72665757,-0.9291347,-0.0132309655,-0.8395819,0.2949884,0.19310741,-0.5945272,-0.3590716,-0.8068963,-0.83536756,0.3070368,0.20570539,-0.5856756,-0.34745395,-0.8019889,0.9023476,0.8827954,0.49551448,0.6889164,0.10468269,-0.109677136,-0.7498166,-0.58861214,-0.8823331,-0.7010662,-0.51448065,-0.8587848,0.299737,-0.4134551,-0.631498
29,50,783.0055577,0.010116302,-0.48015445,-0.49183065,-0.9408512,-0.22161105,-0.31687355,-0.8381218,-0.7181236,-0.9286907,-0.48774838,-0.49933633,-0.94207376,-0.23091851,-0.3256114,-0.8411465,-0.7229953,-0.9301424,-0.015064547,-0.84271467,0.28841937,0.19255047,-0.60154563,-0.364368,-0.81214577,-0.8382227,0.3022342,0.20697299,-0.59169006,-0.35115662,-0.8068834,0.9063749,0.8875515,0.49498746,0.6914982,0.100856796,-0.10241302,-0.7548718,-0.5892939,-0.8878122,-0.70877326,-0.5193307,-0.86539054,0.30404845,-0.41633102,-0.63697666
30,49,931.7726118,0.0115045225,-0.49829778,-0.51109076,-0.9409725,-0.22509536,-0.32448465,-0.84054774,-0.7232933,-0.929345,-0.5070523,-0.5196957,-0.94253784,-0.23575065,-0.33442178,-0.8443189,-0.72914463,-0.9311952,-0.016894426,-0.83831465,0.30589235,0.20776628,-0.5935135,-0.3526722,-0.8083434,-0.8330656,0.32111487,0.22380413,-0.5823189,-0.3378202,-0.8022097,0.9040572,0.88540107,0.49316797,0.69064236,0.09610482,-0.106649995,-0.75437117,-0.59186804,-0.8858722,-0.70793164,-0.52035934,-0.8638078,0.30494782,-0.41800487,-0.63835734
31,48,719.4544345,0.019841699,-0.47525242,-0.48726103,-0.937369,-0.23116268,-0.32205203,-0.8321288,-0.71133053,-0.9244104,-0.49052346,-0.5023521,-0.93998873,-0.24946675,-0.3393523,-0.83846486,-0.7212107,-0.9275553,-0.015451315,-0.83868194,0.27267045,0.18108226,-0.5951156,-0.35782477,-0.8070722,-0.83366144,0.28686848,0.19581681,-0.58474606,-0.34417942,-0.80118966,0.896905,0.87898,0.4932764,0.68840057,0.101197146,-0.097862765,-0.7393993,-0.57163715,-0.8766458,-0.6950437,-0.5042548,-0.8552328,0.3019944,-0.41391173,-0.63297313
32,47,993.2834336,0.005691529,-0.5084143,-0.52001154,-0.9470765,-0.20754308,-0.31039423,-0.8474781,-0.7270413,-0.93571603,-0.51275295,-0.52429193,-0.9478106,-0.21280475,-0.31525838,-0.8492907,-0.72993326,-0.9366089,-0.015421729,-0.8483872,0.33533964,0.23518114,-0.5979769,-0.3473703,-0.8177632,-0.8437612,0.34897444,0.24961863,-0.58772594,-0.33372843,-0.81227195,0.91850793,0.9006088,0.5123349,0.7111913,0.10258569,-0.10979568,-0.77398795,-0.6102227,-0.9014431,-0.72759503,-0.53763926,-0.8799642,0.31658623,-0.43338755,-0.65763545
33,46,1004.88013,0.011931679,-0.48558882,-0.49778876,-0.9472772,-0.19642314,-0.29466212,-0.842359,-0.7159733,-0.93495756,-0.49446094,-0.5065474,-0.9484578,-0.20751889,-0.30522063,-0.8458647,-0.72164583,-0.9364251,-0.015957216,-0.85645,0.31919354,0.22290513,-0.6056974,-0.35438567,-0.82472396,-0.85203433,0.33350947,0.2380168,-0.5953076,-0.3402357,-0.8194073,0.9214307,0.9046465,0.52557564,0.7221525,0.11181508,-0.1042919,-0.7728713,-0.6040521,-0.90349656,-0.72829694,-0.5343609,-0.88307244,0.32051477,-0.4409971,-0.66567427
34,44,1090.146358,0.006584918,-0.51487017,-0.524926,-0.9505989,-0.18749058,-0.2955463,-0.851903,-0.7291137,-0.9397713,-0.5196872,-0.5295683,-0.9512344,-0.19365941,-0.30151972,-0.8536612,-0.7321227,-0.9405396,-0.013539478,-0.8544761,0.3621497,0.2587121,-0.6017333,-0.34384957,-0.8243477,-0.85068697,0.37393883,0.27128014,-0.59286517,-0.3318434,-0.8198433,0.9280604,0.910761,0.5237733,0.7241251,0.10491584,-0.11463138,-0.79007536,-0.62717247,-0.91254044,-0.7433394,-0.55289316,-0.8916405,0.32542378,-0.44431686,-0.6713777
35,43,981.6758027,0.012413446,-0.48853007,-0.5013587,-0.94777423,-0.19118446,-0.29008698,-0.84150606,-0.7158096,-0.93544114,-0.49782175,-0.5104874,-0.9490061,-0.20298436,-0.3012827,-0.84510326,-0.7217002,-0.9369979,-0.01667976,-0.8561345,0.3278452,0.23137626,-0.60066026,-0.35036463,-0.82403183,-0.8516072,0.34285977,0.24709618,-0.58986664,-0.335663,-0.8186093,0.92369694,0.90694785,0.5292214,0.7236228,0.111717135,-0.1048749,-0.77467835,-0.60786057,-0.90600735,-0.72951704,-0.5377072,-0.88553435,0.31732914,-0.4448085,-0.6669028
36,41,738.4753791,0.009386638,-0.4686062,-0.48255908,-0.94082385,-0.2186317,-0.30543146,-0.8340355,-0.712276,-0.9280046,-0.47599778,-0.48954487,-0.9420345,-0.22746895,-0.31390646,-0.837058,-0.717108,-0.9294259,-0.017605051,-0.8483188,0.27728173,0.19011714,-0.60317725,-0.36715096,-0.8168767,-0.8432611,0.2932847,0.20685087,-0.59169996,-0.35168537,-0.8109147,0.90521187,0.88899195,0.50944126,0.7002735,0.10707616,-0.093001515,-0.7488917,-0.5829415,-0.88565147,-0.7072597,-0.5196052,-0.8660676,0.3032964,-0.42727926,-0.6436298
37,40,942.1599982,-0.0074307346,-0.5064129,-0.5190938,-0.9478544,-0.19849825,-0.29196608,-0.84814346,-0.7260822,-0.93701655,-0.50084496,-0.5136034,-0.9472792,-0.19121942,-0.28508553,-0.8461915,-0.7227562,-0.9363131,-0.01694501,-0.85094136,0.3414495,0.25151402,-0.60108584,-0.3484571,-0.82165027,-0.8461401,0.3564259,0.2673426,-0.5900648,-0.3335073,-0.81599736,0.92145,0.90586615,0.5159178,0.71510226,0.1006585,-0.099280074,-0.7794321,-0.6155811,-0.9055152,-0.73841786,-0.5510159,-0.88690174,0.31961423,-0.43920618,-0.6636245
38,39,918.9163077,-0.0038532217,-0.48712018,-0.50158465,-0.94509834,-0.19991158,-0.2939549,-0.8403806,-0.71551836,-0.933177,-0.48388702,-0.49830055,-0.9446178,-0.19617894,-0.2899992,-0.83920693,-0.7132414,-0.93264717,-0.0189612,-0.84963363,0.31799567,0.22542758,-0.5997297,-0.3512933,-0.8189451,-0.8440215,0.3348584,0.24353391,-0.5870853,-0.3347022,-0.8122756,0.9181359,0.9011219,0.5125636,0.71071106,0.103447706,-0.09998509,-0.7694107,-0.6013653,-0.90077716,-0.7256688,-0.5341456,-0.880315,0.31467965,-0.43313682,-0.6566647
39,64,932.3433714,0.0077936896,-0.48780054,-0.5002332,-0.9394593,-0.23746876,-0.32840067,-0.8355521,-0.71825325,-0.9260206,-0.49396014,-0.5062071,-0.9407521,-0.2442376,-0.33498728,-0.83832985,-0.7222292,-0.92756397,-0.016050259,-0.84145516,0.2813962,0.19013773,-0.59304523,-0.3552951,-0.8079848,-0.836251,0.29598877,0.20540446,-0.58223563,-0.3411774,-0.80192786,0.897083,0.8804777,0.5045816,0.69469404,0.10858879,-0.09820508,-0.7395108,-0.575129,-0.8755025,-0.69609034,-0.5083641,-0.8552829,0.3017019,-0.42058417,-0.6363123
40,62,752.3726086,0.013819308,-0.48188654,-0.49136376,-0.92105156,-0.27588677,-0.3712822,-0.8237778,-0.72499,-0.90646935,-0.4927343,-0.50201184,-0.9237617,-0.2879456,-0.38258803,-0.8288369,-0.7319128,-0.90960455,-0.011344832,-0.80601984,0.23614325,0.13811336,-0.58032286,-0.37570453,-0.7727381,-0.8011775,0.24670959,0.14898436,-0.57219565,-0.36590266,-0.7672075,0.85265666,0.83156747,0.43703043,0.62033993,0.09207736,-0.10477387,-0.697498,-0.5530832,-0.8278336,-0.6500934,-0.48277515,-0.8032106,0.2629017,-0.36099002,-0.5628834
41,61,556.0160173,0.014653265,-0.48027498,-0.48744446,-0.9316031,-0.25182217,-0.34564176,-0.8333467,-0.72240347,-0.9186249,-0.4914471,-0.49864337,-0.93369544,-0.2651233,-0.35807788,-0.837952,-0.7293777,-0.9211086,-0.0090539465,-0.82271874,0.2586206,0.16207089,-0.5938476,-0.37197945,-0.7911577,-0.81942195,0.26710123,0.1707854,-0.58762646,-0.3641272,-0.78733844,0.88321567,0.86181515,0.4558759,0.65156645,0.09454875,-0.1023896,-0.7311385,-0.5720404,-0.86211467,-0.6833929,-0.50149745,-0.837033,0.28541267,-0.37916675,-0.59585285
