,plot_id,blue-blue_444,blue-green,blue-green_531,blue-red_650,blue-red,blue-red_edge_705,blue-red_edge,blue-red_edge_740,blue-nir,blue_444-green,blue_444-green_531,blue_444-red_650,blue_444-red,blue_444-red_edge_705,blue_444-red_edge,blue_444-red_edge_740,blue_444-nir,green-green_531,green-red_650,green-red,green-red_edge_705,green-red_edge,green-red_edge_740,green-nir,green_531-red_650,green_531-red,green_531-red_edge_705,green_531-red_edge,green_531-red_edge_740,green_531-nir,red_650-red,red_650-red_edge_705,red_650-red_edge,red_650-red_edge_740,red_650-nir,red-red_edge_705,red-red_edge,red-red_edge_740,red-nir,red_edge_705-red_edge,red_edge_705-red_edge_740,red_edge_705-nir,red_edge-red_edge_740,red_edge-nir,red_edge_740-nir
35,35,-0.008259972,-0.48527837,-0.47065,-0.2707923,-0.216956,-0.7089251,-0.8281086,-0.91922194,-0.9327409,-0.47843042,-0.46384993,-0.26409823,-0.20983681,-0.7045512,-0.8247423,-0.91723585,-0.9311523,0.018793471,0.24500535,0.2958449,-0.34175065,-0.5775256,-0.7890004,-0.82262915,0.22747937,0.27899516,-0.3582694,-0.590311,-0.796581,-0.82904667,0.05654062,-0.5388297,-0.71301144,-0.85802627,-0.88115627,-0.57515895,-0.7362598,-0.8691782,-0.89045686,-0.2948408,-0.6144519,-0.67099845,-0.39483595,-0.47415644,-0.0990233
36,36,-0.018389165,-0.47455215,-0.45762452,-0.32517296,-0.27827913,-0.7023922,-0.80548537,-0.89372236,-0.91196924,-0.4588742,-0.44216186,-0.30954134,-0.26278704,-0.6917639,-0.7969148,-0.8879366,-0.90706134,0.020195212,0.1744466,0.21815617,-0.34336236,-0.55053645,-0.7500029,-0.78988963,0.15525703,0.19948952,-0.36098763,-0.565301,-0.7602742,-0.7987895,0.04884688,-0.48049745,-0.63822,-0.7867541,-0.82006174,-0.51128757,-0.65687454,-0.7946759,-0.8264975,-0.25721636,-0.5526895,-0.61638284,-0.35688728,-0.44017234,-0.099918574
37,37,-0.005071934,-0.49202725,-0.47661176,-0.25836745,-0.19785886,-0.710303,-0.8328236,-0.9253676,-0.93891305,-0.4881123,-0.47282597,-0.25400665,-0.19340065,-0.7080718,-0.83109325,-0.9244686,-0.9381513,0.019865973,0.26699334,0.3240481,-0.33720383,-0.5802699,-0.79911643,-0.83364236,0.24856508,0.306229,-0.35483715,-0.5937616,-0.80650544,-0.8399748,0.063540354,-0.5529312,-0.73003876,-0.8746528,-0.89694417,-0.59418535,-0.7565589,-0.88723713,-0.90734595,-0.3027172,-0.6336266,-0.6919263,-0.4118779,-0.49526408,-0.10573287
38,38,-0.0157945,-0.47333962,-0.45378122,-0.3157157,-0.26992986,-0.7003421,-0.805679,-0.8960185,-0.9132787,-0.4600585,-0.4400651,-0.30240345,-0.25681123,-0.69127864,-0.79809445,-0.8907187,-0.90876925,0.023648996,0.18316184,0.22574835,-0.34074977,-0.5499561,-0.75295985,-0.7912549,0.16072688,0.20394948,-0.3615685,-0.5671457,-0.76443833,-0.8012296,0.04750418,-0.48630708,-0.6457041,-0.7957381,-0.8268453,-0.5159439,-0.6635215,-0.8026412,-0.8323675,-0.2592298,-0.5585761,-0.619948,-0.36129022,-0.44173607,-0.09674717
39,39,0.0061100875,-0.4766802,-0.46041378,-0.25644916,-0.19981834,-0.69397014,-0.8243506,-0.920311,-0.9339934,-0.48110414,-0.46498787,-0.26248005,-0.20607825,-0.6967723,-0.8257,-0.9206078,-0.9342162,0.0202783,0.24964233,0.3038463,-0.32585916,-0.5765225,-0.7951239,-0.8287024,0.23050031,0.2851217,-0.3436643,-0.5897633,-0.80234104,-0.83489233,0.059547823,-0.5303307,-0.7172008,-0.86552364,-0.8877309,-0.57041484,-0.74278903,-0.8777117,-0.89790225,-0.30949634,-0.6356334,-0.69110394,-0.40975302,-0.48983142,-0.101518005
40,40,-0.014648325,-0.45479557,-0.4345006,-0.3480875,-0.30090243,-0.6848578,-0.7903714,-0.88348323,-0.9008925,-0.4422405,-0.42125392,-0.33697826,-0.28956255,-0.67569727,-0.782272,-0.87750584,-0.89563113,0.024770668,0.12321019,0.17069972,-0.33482292,-0.5371091,-0.73763317,-0.7752845,0.09942916,0.14727765,-0.3565719,-0.55502903,-0.74944806,-0.7856978,0.05146368,-0.43165645,-0.5944818,-0.75441164,-0.7871383,-0.46772885,-0.61899,-0.7673245,-0.7980334,-0.24856932,-0.54003096,-0.59945273,-0.35142332,-0.42923683,-0.09375074
41,41,-0.0012709682,-0.47022036,-0.46013278,-0.25111398,-0.19324896,-0.6938836,-0.8285651,-0.9246819,-0.93868685,-0.46908164,-0.45886496,-0.2503088,-0.19250989,-0.693181,-0.82778925,-0.92399454,-0.93813694,0.012540402,0.24700469,0.30240613,-0.33258608,-0.5897522,-0.80752426,-0.8418147,0.23527884,0.2908407,-0.34366947,-0.5982263,-0.81220585,-0.84567153,0.060676657,-0.53420335,-0.72587705,-0.87397027,-0.89680165,-0.57487845,-0.75151765,-0.8859389,-0.9066421,-0.32078025,-0.6508638,-0.7087361,-0.42051414,-0.5059442,-0.10978322
42,42,-0.010451472,-0.4562915,-0.4368578,-0.32174456,-0.27942222,-0.68330383,-0.796216,-0.891065,-0.9086385,-0.4467509,-0.42702612,-0.3136336,-0.2713469,-0.6764845,-0.78981394,-0.88625497,-0.90444475,0.02353393,0.15435006,0.19497469,-0.33119094,-0.54653436,-0.7518213,-0.7900301,0.13182291,0.17286167,-0.35184178,-0.5633862,-0.7628625,-0.79966617,0.04454712,-0.4544276,-0.6240203,-0.78207594,-0.8138372,-0.4841076,-0.6427503,-0.7904258,-0.820645,-0.26521042,-0.56599915,-0.6265529,-0.36712143,-0.4482086,-0.098644406
43,43,-0.0058324332,-0.47549042,-0.4618073,-0.2882749,-0.23189294,-0.69516945,-0.82072103,-0.9152067,-0.9296393,-0.47050583,-0.45680702,-0.28353795,-0.2271983,-0.69176716,-0.81791735,-0.91338253,-0.9281227,0.016997954,0.21441263,0.268664,-0.3289933,-0.5709538,-0.78484344,-0.8194026,0.19817604,0.25292346,-0.34399405,-0.58256227,-0.7915664,-0.8252968,0.059512895,-0.50444144,-0.6905334,-0.84458137,-0.8699707,-0.54475564,-0.7164773,-0.85715866,-0.8805365,-0.2987162,-0.6162453,-0.67310345,-0.39415473,-0.47385633,-0.09883447
44,44,-0.016636195,-0.44297028,-0.42135364,-0.34656128,-0.30926707,-0.6740723,-0.7795358,-0.873351,-0.89208966,-0.428355,-0.406208,-0.33297643,-0.29581437,-0.66341424,-0.7705116,-0.8666447,-0.88618076,0.025663216,0.11227346,0.147914,-0.33070552,-0.5298381,-0.72641087,-0.764991,0.087632604,0.123692684,-0.35325137,-0.54865944,-0.7396096,-0.7766733,0.039057758,-0.4181917,-0.57990545,-0.7386868,-0.7730259,-0.4437884,-0.59524035,-0.7446144,-0.7776474,-0.24375851,-0.52722883,-0.58695865,-0.34051454,-0.41776267,-0.09195733
45,45,-0.015783282,-0.42048788,-0.4005395,-0.34165356,-0.30712494,-0.6652809,-0.77276695,-0.8652405,-0.8850677,-0.40666193,-0.38631904,-0.32912803,-0.29423997,-0.6556048,-0.7643516,-0.8589025,-0.87946826,0.023520762,0.08923888,0.12427253,-0.34068888,-0.53616047,-0.7225406,-0.76165015,0.06658729,0.10194919,-0.36132318,-0.55329037,-0.73426414,-0.771956,0.037670728,-0.40878233,-0.57040286,-0.72347283,-0.75935113,-0.43578964,-0.5891636,-0.7345445,-0.7690847,-0.24149117,-0.51195997,-0.57329845,-0.32558662,-0.40468994,-0.093510084
46,46,0.00043590146,-0.4887971,-0.48000947,-0.25147918,-0.18753502,-0.7044023,-0.8355671,-0.9288698,-0.9421745,-0.4891107,-0.4804054,-0.25210378,-0.18813252,-0.70453256,-0.8355177,-0.92875284,-0.9420986,0.011295737,0.2702013,0.33068883,-0.3296831,-0.5876522,-0.80764306,-0.8419214,0.25958714,0.32035038,-0.33975044,-0.5952497,-0.8115252,-0.84524274,0.06719852,-0.55010027,-0.73844177,-0.8829325,-0.90454787,-0.5942358,-0.7664641,-0.89618075,-0.9154137,-0.32068676,-0.6524296,-0.71029884,-0.42084453,-0.5061308,-0.10907466
47,47,-0.01545631,-0.45438656,-0.43330562,-0.33618167,-0.29310623,-0.68205076,-0.7899993,-0.8837125,-0.9026226,-0.44097808,-0.41960162,-0.3237801,-0.2807717,-0.6724466,-0.7817542,-0.87779725,-0.89749825,0.024906468,0.13705623,0.17796865,-0.33084473,-0.53763896,-0.738868,-0.77897304,0.11326584,0.15466154,-0.3526578,-0.5561472,-0.75187266,-0.7904286,0.045033347,-0.4394023,-0.6044041,-0.762713,-0.79739416,-0.4686746,-0.622051,-0.7696627,-0.80283713,-0.2543366,-0.5463774,-0.60902834,-0.3528738,-0.43488774,-0.09831754
48,48,-0.015973687,-0.43783355,-0.41924456,-0.3240467,-0.29173017,-0.67260534,-0.78372276,-0.87949526,-0.89663726,-0.42389226,-0.4049788,-0.31107837,-0.2786681,-0.66271144,-0.775476,-0.87363327,-0.8914969,0.022143066,0.1294044,0.16014358,-0.3335685,-0.5382966,-0.7365774,-0.77259153,0.10812105,0.13921885,-0.35293835,-0.55451894,-0.74775225,-0.78243965,0.033518944,-0.4363936,-0.60228634,-0.760397,-0.7911297,-0.45828062,-0.6153447,-0.7654477,-0.7950545,-0.25191772,-0.5399642,-0.59659266,-0.34626788,-0.4204199,-0.08846063
49,49,-0.01985168,-0.4283599,-0.40650484,-0.35624206,-0.32392186,-0.66494745,-0.76279455,-0.85494363,-0.8737621,-0.41088614,-0.38875702,-0.33981055,-0.30764487,-0.65236837,-0.752211,-0.8472742,-0.86689657,0.025351025,0.08493948,0.115922995,-0.33297145,-0.5150005,-0.7010709,-0.73825324,0.060466398,0.0917955,-0.35522947,-0.5342775,-0.7152848,-0.75110203,0.033742934,-0.39703614,-0.54766613,-0.7032466,-0.73714405,-0.41894075,-0.56058973,-0.70810765,-0.7408764,-0.22271109,-0.48774835,-0.54435897,-0.31227762,-0.38347775,-0.08266096
50,50,-0.00259518,-0.4697274,-0.45637333,-0.2572187,-0.20324753,-0.6921507,-0.82404375,-0.92165816,-0.9359046,-0.46753356,-0.45424578,-0.25524837,-0.20127921,-0.6908633,-0.8228554,-0.9209433,-0.935304,0.016793083,0.24000272,0.291645,-0.33053556,-0.58041596,-0.7997613,-0.8341633,0.22415012,0.27623093,-0.3453807,-0.5916722,-0.80588454,-0.839356,0.0565953,-0.52700275,-0.7154948,-0.8674034,-0.8910283,-0.5652891,-0.7400073,-0.879117,-0.9007371,-0.30954367,-0.63868254,-0.6962053,-0.41279504,-0.49560434,-0.10482902
51,51,-0.015064837,-0.44052038,-0.4193037,-0.33047915,-0.29454723,-0.67082137,-0.77864933,-0.87428606,-0.893894,-0.4273456,-0.40574202,-0.31807154,-0.28225756,-0.6614429,-0.77057993,-0.86842936,-0.88879293,0.025114827,0.1261926,0.1603504,-0.32873577,-0.53051245,-0.728701,-0.76885813,0.10215506,0.13673171,-0.3509266,-0.5491381,-0.74169844,-0.7803097,0.037482824,-0.42728627,-0.588413,-0.74608207,-0.7813355,-0.45208353,-0.6036165,-0.7525065,-0.7864766,-0.24706125,-0.53208905,-0.5941826,-0.34243032,-0.4227697,-0.09543645
52,52,0.008384067,-0.45932916,-0.44271636,-0.23197238,-0.18167792,-0.68108386,-0.8212918,-0.92387086,-0.9392121,-0.4661703,-0.4497149,-0.24016389,-0.18992189,-0.6857736,-0.8241605,-0.925159,-0.94027776,0.020387623,0.2543521,0.3028625,-0.32373267,-0.5827219,-0.80831885,-0.8453354,0.23509175,0.28396317,-0.34176174,-0.59594834,-0.81517106,-0.8510179,0.052776415,-0.533747,-0.72831905,-0.8808616,-0.90464795,-0.5700131,-0.7517042,-0.8918681,-0.91352445,-0.31952786,-0.6572772,-0.7192036,-0.42857152,-0.520312,-0.11928039
53,53,-0.005181265,-0.47540468,-0.45862448,-0.3061137,-0.2581987,-0.69551975,-0.8142484,-0.90954566,-0.9264007,-0.47081652,-0.45371133,-0.30249634,-0.2547228,-0.69223285,-0.8110109,-0.90709543,-0.92436373,0.020576408,0.19465101,0.24120763,-0.329286,-0.56008637,-0.7752368,-0.8148575,0.17505746,0.22186068,-0.34738645,-0.57447344,-0.7840262,-0.8223757,0.050910357,-0.48812902,-0.66644007,-0.8248335,-0.8555899,-0.5224357,-0.6884012,-0.83504176,-0.86387295,-0.28405797,-0.60125494,-0.6655908,-0.39129457,-0.47982532,-0.1101512
54,54,0.005282431,-0.48752636,-0.4822146,-0.24112913,-0.17103888,-0.7006477,-0.83470166,-0.9290081,-0.9432452,-0.49174246,-0.48637548,-0.24627464,-0.17632811,-0.7035861,-0.8364825,-0.92976207,-0.9438962,0.0066248938,0.27942607,0.34542447,-0.3244752,-0.58658636,-0.80795646,-0.844788,0.27333134,0.33943203,-0.3304327,-0.59121096,-0.8104418,-0.8468307,0.07325346,-0.5536885,-0.7439609,-0.8870418,-0.909473,-0.60207814,-0.77455544,-0.90150285,-0.9211677,-0.3243517,-0.65630203,-0.7179067,-0.42274752,-0.51455474,-0.11848083
55,55,-0.007795049,-0.48068854,-0.46470606,-0.31374753,-0.26388517,-0.69666684,-0.81360286,-0.9093655,-0.92591465,-0.4739534,-0.45787174,-0.30752662,-0.25753093,-0.6920459,-0.8097139,-0.9068551,-0.9238402,0.019716807,0.19463202,0.242578,-0.3250824,-0.55497825,-0.7729802,-0.81240237,0.17582141,0.22412147,-0.34245297,-0.5690267,-0.78170556,-0.81987554,0.052715357,-0.4845747,-0.66288877,-0.82442594,-0.85459536,-0.5197722,-0.6852084,-0.8345263,-0.86275405,-0.28162435,-0.6005192,-0.66411585,-0.3917822,-0.4792569,-0.10885256
56,56,-0.003651366,-0.48019105,-0.4675232,-0.2805495,-0.22487237,-0.6989872,-0.8235132,-0.91710687,-0.93150026,-0.477085,-0.46441644,-0.27768025,-0.22203694,-0.696903,-0.82163846,-0.91584146,-0.93045163,0.015829043,0.22895889,0.28239644,-0.32996485,-0.57231534,-0.78709376,-0.82227904,0.21393788,0.2678149,-0.3438786,-0.5830548,-0.79330015,-0.8276906,0.058731552,-0.51725984,-0.7009167,-0.8516293,-0.87642294,-0.5567544,-0.7263414,-0.8638649,-0.88658583,-0.29938924,-0.61901176,-0.6771591,-0.39714262,-0.47917005,-0.10234693
57,57,-0.012498162,-0.47832936,-0.4622373,-0.32703602,-0.27941754,-0.69804734,-0.8100128,-0.9022816,-0.9195895,-0.4676007,-0.4511561,-0.31687033,-0.26926035,-0.69042116,-0.8037103,-0.89798695,-0.91596746,0.019688917,0.1772513,0.22273709,-0.3304542,-0.55243826,-0.761932,-0.8015398,0.1584077,0.20429115,-0.34770194,-0.5665259,-0.77110994,-0.8094366,0.050276447,-0.4733961,-0.6462844,-0.803665,-0.8357279,-0.5063151,-0.66667956,-0.8125197,-0.8429173,-0.27311778,-0.58042586,-0.64376324,-0.37553746,-0.4607529,-0.104157105
58,58,-0.012626732,-0.43051192,-0.4107717,-0.33023852,-0.30293018,-0.66713816,-0.7802232,-0.8787346,-0.8989477,-0.4192549,-0.39922783,-0.32007486,-0.29288447,-0.65909153,-0.77333397,-0.87374073,-0.8945863,0.023274736,0.11429878,0.14030655,-0.33267614,-0.5393804,-0.741152,-0.78257906,0.09193532,0.11828651,-0.3530388,-0.556314,-0.75263894,-0.792572,0.028206432,-0.4231305,-0.5928823,-0.75660306,-0.79321194,-0.4415785,-0.60327226,-0.75976205,-0.79536796,-0.2541535,-0.5476602,-0.6129925,-0.355654,-0.4418229,-0.10452435
59,59,0.006991903,-0.47696564,-0.46795097,-0.24718949,-0.18569419,-0.69533765,-0.8290117,-0.9253553,-0.93987364,-0.48228797,-0.47337633,-0.25389633,-0.19263142,-0.69858056,-0.8310046,-0.9261066,-0.94046235,0.011443963,0.26005667,0.31851315,-0.32728708,-0.5844178,-0.8056031,-0.841774,0.24928026,0.30800354,-0.33739865,-0.5920031,-0.8095387,-0.84506017,0.064454496,-0.5404475,-0.73044074,-0.8776567,-0.9009031,-0.583598,-0.7581024,-0.8908078,-0.911598,-0.31846914,-0.6506808,-0.7113485,-0.42168713,-0.5111399,-0.115299
60,60,-0.011592047,-0.4718082,-0.45733285,-0.32606727,-0.2798377,-0.6965038,-0.80920404,-0.9011489,-0.9185889,-0.46183866,-0.44717553,-0.31695428,-0.2707987,-0.6895308,-0.8033093,-0.89705807,-0.91514766,0.01761631,0.16892476,0.21337634,-0.33501065,-0.5559348,-0.7622939,-0.80154943,0.1521225,0.19688535,-0.3504606,-0.56867623,-0.7707253,-0.808805,0.048885692,-0.47060466,-0.64350265,-0.80003655,-0.83256495,-0.50298744,-0.6638189,-0.80919963,-0.84007776,-0.27328914,-0.5775321,-0.6406427,-0.37220028,-0.45683444,-0.10299129
61,61,-0.005391331,-0.45634454,-0.44460064,-0.29015687,-0.24775533,-0.68569696,-0.80872256,-0.9049989,-0.9208882,-0.45155838,-0.4397262,-0.2860266,-0.24368311,-0.682425,-0.8058574,-0.9029052,-0.91912967,0.01419582,0.18902564,0.23022354,-0.33469874,-0.5649023,-0.7735277,-0.8096177,0.17544493,0.216905,-0.34707564,-0.5748856,-0.7798952,-0.81509346,0.044654105,-0.48840952,-0.6693148,-0.82476074,-0.8524433,-0.51897764,-0.68895745,-0.8341331,-0.86019045,-0.28509414,-0.5948699,-0.6538466,-0.38009447,-0.4611164,-0.09927361
62,62,-0.010928728,-0.44151732,-0.42263192,-0.3369642,-0.3025694,-0.67584705,-0.779471,-0.87110835,-0.88806796,-0.4315034,-0.4124772,-0.32823133,-0.29397547,-0.66863066,-0.77298784,-0.8660392,-0.88349164,0.022088652,0.12147717,0.15471806,-0.335996,-0.5312185,-0.7218692,-0.7569871,0.10019292,0.13374457,-0.3553508,-0.54780215,-0.73392344,-0.7678553,0.036079776,-0.4310797,-0.5889547,-0.74186796,-0.7721634,-0.45480072,-0.6033814,-0.7477807,-0.7768515,-0.24059702,-0.5164991,-0.57113034,-0.3283222,-0.39867058,-0.082509845
63,63,0.0039831847,-0.4718389,-0.46060085,-0.25121513,-0.19587281,-0.693059,-0.8264097,-0.92333454,-0.9370629,-0.47485405,-0.46375287,-0.25519946,-0.19998041,-0.69512075,-0.8274149,-0.92366886,-0.9373201,0.014182908,0.24950264,0.30249307,-0.32955372,-0.5831729,-0.80251765,-0.8361454,0.23616742,0.28955543,-0.34207913,-0.59258777,-0.80760926,-0.8404885,0.058019083,-0.53404254,-0.72398096,-0.873213,-0.89536357,-0.57329214,-0.74904263,-0.8851407,-0.90523505,-0.3144101,-0.64416546,-0.7005158,-0.4157116,-0.4978824,-0.104506664
64,64,-0.010799739,-0.45360997,-0.43423063,-0.3213909,-0.28725243,-0.6800176,-0.7930026,-0.88836604,-0.90648705,-0.44393376,-0.42424858,-0.3128368,-0.27893734,-0.6728406,-0.78649485,-0.8834835,-0.90225476,0.023361368,0.15193807,0.18415679,-0.3285194,-0.5422497,-0.7469993,-0.7858446,0.12957527,0.1622293,-0.3490785,-0.559224,-0.7584134,-0.7958323,0.035387035,-0.45026395,-0.62002224,-0.7779941,-0.8105275,-0.4732018,-0.63346595,-0.7829742,-0.8144089,-0.26254958,-0.56075865,-0.62180835,-0.36235344,-0.4433279,-0.09791405
65,65,0.0022001574,-0.4640859,-0.44560346,-0.24926089,-0.21007983,-0.69194275,-0.8230697,-0.9212167,-0.93553686,-0.46614805,-0.44775707,-0.2518315,-0.21243158,-0.6935624,-0.8240406,-0.92166966,-0.9359527,0.022826638,0.2424732,0.2809753,-0.3371923,-0.58286244,-0.8004787,-0.83515215,0.22091123,0.2596433,-0.3572777,-0.5978326,-0.8086287,-0.84208417,0.041628707,-0.5352192,-0.721623,-0.8719828,-0.8950382,-0.5635433,-0.7402463,-0.88105047,-0.90249854,-0.30598733,-0.6355511,-0.69447327,-0.41046703,-0.4949116,-0.10712448
66,66,-0.014155855,-0.4545918,-0.43128476,-0.32913682,-0.29678097,-0.68812233,-0.7954229,-0.88855547,-0.90731066,-0.44247112,-0.4186095,-0.3174515,-0.285308,-0.6799065,-0.78846705,-0.88360137,-0.9030668,0.028123712,0.1447029,0.17671658,-0.34075433,-0.54590225,-0.7471447,-0.78741634,0.117934145,0.1501935,-0.3653987,-0.566021,-0.7603507,-0.7989873,0.034569092,-0.45618376,-0.61924976,-0.7754336,-0.80985636,-0.4794046,-0.6341488,-0.7822282,-0.81531525,-0.25348344,-0.54897416,-0.6136557,-0.3564001,-0.4409501,-0.10180806
67,67,-0.0034354348,-0.47959724,-0.46828353,-0.26059988,-0.21383493,-0.705188,-0.8326794,-0.92537296,-0.9390198,-0.47729963,-0.4658079,-0.2579454,-0.21109022,-0.7040257,-0.83192277,-0.92492926,-0.9387233,0.014414742,0.24979052,0.29519892,-0.34212476,-0.58963484,-0.8031314,-0.83747476,0.23636204,0.28203195,-0.35498178,-0.5994916,-0.80858576,-0.84205395,0.04945576,-0.5450069,-0.73052025,-0.8756863,-0.8982221,-0.57822794,-0.75200635,-0.8862893,-0.9070076,-0.3107253,-0.6367168,-0.6955249,-0.4077993,-0.4926618,-0.107180126
68,68,-0.013343913,-0.4730877,-0.45224994,-0.3153286,-0.2792898,-0.7006825,-0.813061,-0.90507925,-0.9213414,-0.46172416,-0.44081604,-0.30419236,-0.26772675,-0.6933785,-0.8073872,-0.90148634,-0.9183486,0.025967328,0.18370849,0.21876764,-0.34113705,-0.5613442,-0.768247,-0.8057543,0.15908678,0.19453439,-0.3639404,-0.5795536,-0.77968997,-0.8156715,0.038001373,-0.48947325,-0.66133827,-0.81601375,-0.84551483,-0.5143724,-0.6769614,-0.8229056,-0.8510239,-0.27367693,-0.58154464,-0.64320695,-0.37447065,-0.45740333,-0.1010126
69,69,-0.00059210125,-0.47324342,-0.45696893,-0.2522955,-0.20778696,-0.7010255,-0.82934606,-0.92361003,-0.9374135,-0.47292277,-0.45666316,-0.25191954,-0.20736472,-0.70095855,-0.82911754,-0.9234755,-0.93735725,0.02052268,0.2505408,0.29357517,-0.34193748,-0.5879636,-0.8020185,-0.8361446,0.231225,0.27471358,-0.35993767,-0.6014009,-0.80936855,-0.8424186,0.046881355,-0.5450623,-0.7290495,-0.8746057,-0.89701074,-0.5766362,-0.7496073,-0.8846961,-0.905398,-0.30833626,-0.6346866,-0.6930954,-0.40720564,-0.49102888,-0.10564646
70,70,-0.012334249,-0.45988247,-0.43710908,-0.3204153,-0.28940725,-0.6936784,-0.80248934,-0.8950853,-0.9130027,-0.44935453,-0.42615736,-0.31022418,-0.27924407,-0.68647385,-0.7965107,-0.89106095,-0.9095642,0.027739914,0.16173553,0.19120848,-0.34359735,-0.5540828,-0.7571449,-0.796129,0.13527012,0.16525717,-0.36762947,-0.57372946,-0.76987743,-0.8071888,0.032246538,-0.47281125,-0.63823295,-0.7930124,-0.8254857,-0.49343663,-0.6504334,-0.7974808,-0.8289907,-0.26133835,-0.5624155,-0.62562764,-0.36460823,-0.44803876,-0.100883394
71,71,-0.001342991,-0.47533682,-0.46087158,-0.25446993,-0.20968212,-0.7003881,-0.8309133,-0.9257722,-0.939546,-0.47413757,-0.4596965,-0.253405,-0.20864838,-0.69977367,-0.83063364,-0.9256646,-0.9394635,0.018406518,0.2510895,0.2946416,-0.3383703,-0.5892707,-0.80590564,-0.84039,0.23389335,0.2778203,-0.35455135,-0.6012238,-0.8123634,-0.8457883,0.047317624,-0.54303235,-0.7314898,-0.87876487,-0.90106463,-0.5752445,-0.7523801,-0.8889488,-0.9095084,-0.3138722,-0.6439791,-0.7028249,-0.41477522,-0.50062555,-0.10958317
72,72,-0.015679268,-0.42106113,-0.39384574,-0.349227,-0.32786143,-0.67030454,-0.7689243,-0.86414814,-0.8837972,-0.40753025,-0.38010696,-0.336244,-0.31485972,-0.66057026,-0.7615062,-0.85865676,-0.87891513,0.03190394,0.082678266,0.10452168,-0.3477343,-0.5286712,-0.71916896,-0.75800675,0.05186956,0.074008,-0.37539566,-0.55194443,-0.73501134,-0.7720401,0.023289967,-0.4108448,-0.56193334,-0.7217111,-0.75739807,-0.42749876,-0.57354057,-0.7283136,-0.76316667,-0.2236734,-0.5006834,-0.56188923,-0.32728308,-0.4045515,-0.09128473
73,73,-0.016637102,-0.46204045,-0.44259953,-0.32847393,-0.29606265,-0.69471496,-0.8020609,-0.8931842,-0.91098976,-0.44815892,-0.42836532,-0.31465623,-0.28233707,-0.6851999,-0.7944605,-0.8880489,-0.906599,0.023745118,0.15554479,0.18682814,-0.34348863,-0.5519155,-0.75235057,-0.79124343,0.132913,0.16459179,-0.3642377,-0.5690426,-0.76371276,-0.8011573,0.034182865,-0.4672906,-0.6321124,-0.786219,-0.8188544,-0.4895846,-0.6459105,-0.7920625,-0.8236037,-0.25919354,-0.55585927,-0.61863613,-0.35829127,-0.4408649,-0.09931467
74,74,-0.017845916,-0.44445634,-0.4229126,-0.32792825,-0.30292305,-0.68396723,-0.7926197,-0.88593173,-0.90303665,-0.42940995,-0.40757072,-0.31273982,-0.28788102,-0.67399156,-0.7847035,-0.8804971,-0.89834976,0.025968637,0.13411498,0.15889989,-0.34545872,-0.5476701,-0.7442598,-0.78068423,0.10917608,0.13426581,-0.36797303,-0.56611645,-0.75668424,-0.7915896,0.02652438,-0.4522315,-0.6174962,-0.7737116,-0.8047252,-0.47067696,-0.6293669,-0.7793006,-0.80935776,-0.25103053,-0.5412446,-0.59974533,-0.34686682,-0.42283565,-0.0902012
75,75,-0.017661804,-0.41854945,-0.39053765,-0.3539201,-0.3360104,-0.6655701,-0.7594571,-0.84876406,-0.8673181,-0.40287772,-0.3745796,-0.33916304,-0.3211788,-0.65443695,-0.7499195,-0.8414935,-0.8608146,0.032732844,0.07665788,0.0941142,-0.34476337,-0.51590896,-0.69316345,-0.72867113,0.04496291,0.06277416,-0.37337002,-0.54032785,-0.71116495,-0.7449449,0.018820012,-0.40242746,-0.54740375,-0.69731665,-0.73018855,-0.41423798,-0.55413437,-0.69939256,-0.7317314,-0.21114872,-0.46589783,-0.5200464,-0.29511333,-0.3612963,-0.07518584
76,76,-0.0068298783,-0.47418794,-0.4564426,-0.28108934,-0.24180357,-0.7036464,-0.8241508,-0.9186725,-0.93239635,-0.46860987,-0.45090476,-0.2754093,-0.23596239,-0.7002898,-0.82169366,-0.9172667,-0.93124884,0.022218388,0.22110927,0.2596852,-0.34550354,-0.5775482,-0.7912861,-0.8246063,0.20002894,0.23900382,-0.36495438,-0.5925143,-0.79983026,-0.8319165,0.041689757,-0.5250866,-0.70364195,-0.8563639,-0.87997425,-0.5533307,-0.722088,-0.865365,-0.8875506,-0.29030523,-0.6145018,-0.67105365,-0.3975138,-0.47610644,-0.097661294
77,77,-0.012877404,-0.45265272,-0.42903477,-0.32582578,-0.29761672,-0.6872308,-0.7931962,-0.8872874,-0.90519065,-0.4414179,-0.41741967,-0.31526008,-0.28703362,-0.6793435,-0.78639376,-0.8824037,-0.9009758,0.028355753,0.14687154,0.17376368,-0.34144002,-0.5437566,-0.7455497,-0.783659,0.11982772,0.14715649,-0.36613476,-0.56435597,-0.7594191,-0.79584825,0.029384922,-0.4581765,-0.61938936,-0.7763833,-0.8087158,-0.47687775,-0.63017017,-0.7800756,-0.8115397,-0.25048527,-0.5468853,-0.60772276,-0.3553858,-0.43445238,-0.09474888
